,title,rating,review_count,price,publishing_house,binding,number_of_pages,paper_type,language,release_date,height,width,illustrated,thickness
1501,"О чем я говорю, когда говорю о беге",5.0,10.0,1525,Эксмо,мягкая обложка,256.0,оффсетная,русский,2016.0,180.0,115.0,нет,17.0
1502,Глаза дракона,5.0,5.0,2125,АСТ,твердый переплет,288.0,газетная,русский,2019.0,205.0,132.0,нет,22.0
1503,Братья Карамазовы,4.7,41.0,1004,Азбука,твердый переплет,832.0,газетная,русский,2021.0,205.0,147.0,нет,33.0
1504,Биология,5.0,6.0,1950,Эксмо,мягкая обложка,192.0,оффсетная,русский,2017.0,254.0,196.0,да,10.0
1505,Тренируй свой мозг. Японская система развития интеллекта и памяти. Продвинутая версия,4.7,78.0,2028,Прогресс книга,мягкая обложка,192.0,оффсетная,русский,2020.0,232.0,165.0,нет,9.0
1506,"Тренажер для мозга на 60 дней. Развивай внимание,память,логику,интеллект в любо",5.0,4.0,2851,Питер,мягкая обложка,192.0,оффсетная,русский,2021.0,233.0,165.0,нет,9.0
1507,Naruto. Наруто. Книга 1. Наруто Удзумаки,4.9,18.0,5057,Азбука,суперобложка,600.0,оффсетная,русский,2021.0,189.0,123.0,нет,22.596082241301403
1508,451 градус по Фаренгейту,5.0,4.0,2541,Эксмо,твердый переплет,288.0,оффсетная,русский,2022.0,195.0,145.0,нет,20.0
1509,Собор Парижской Богоматери,5.0,7.0,1294,АСТ,мягкая обложка,608.0,газетная,русский,2016.0,180.0,115.0,нет,23.0
1510,"Йога. 7 духовных законов. Как исцелить свое тело, разум и дух",5.0,6.0,1779,Эксмо,мягкая обложка,224.0,газетная,русский,2017.0,200.0,125.0,нет,17.0
1511,Половинки. Машинки. С многоразовыми наклейками,5.0,4.0,1013,Стрекоза,мягкая обложка,8.0,матовая,русский,2018.0,260.0,205.0,да,1.0
1512,Дом кривых стен,5.0,2.0,1481,Эксмо,мягкая обложка,384.0,газетная,русский,2022.0,180.0,118.0,нет,16.0
1513,Величие и крах Османской империи. Властители бескрайних горизонтов,5.0,1.0,4785,Иностранка / КоЛибри,твердый переплет,352.0,оффсетная,русский,2021.0,235.0,160.0,нет,23.0
1514,Чакры. Полная энциклопедия,4.3,11.0,3443,Форс,твердый переплет,496.0,оффсетная,русский,2020.0,208.0,144.0,нет,30.0
1515,Выйди из шкафа,5.0,10.0,2529,Popcorn Books,мягкая обложка,318.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1516,Наедине с собой,4.3,3.0,805,Эксмо,мягкая обложка,256.0,оффсетная,русский,2019.0,180.0,115.0,нет,22.596082241301403
1517,Одураченные случайностью. О скрытой роли шанса в бизнесе и в жизни,5.0,2.0,4437,КоЛибри,твердый переплет,400.0,оффсетная,русский,2022.0,220.0,145.0,нет,2.0
1518,Энн из Зеленых Крыш. Уровень 1. Anne of Green Gables,5.0,3.0,958,АСТ,мягкая обложка,128.0,пухлая,"русский, английский",2023.0,201.0,126.0,нет,9.0
1519,Прокачай мозг с помощью новой методики суперсчета от Рюта Кавашимы,4.8,4.0,2851,Прогресс книга,мягкая обложка,176.0,оффсетная,русский,2021.0,233.0,165.0,нет,9.0
1520,Исправляем плохой почерк. 315 упражнений,4.9,14.0,1236,Книжный дом,мягкая обложка,80.0,оффсетная,русский,2023.0,210.0,165.0,нет,5.0
1521,Думай и богатей. Подарочное издание,4.9,7.0,4664,Эксмо,твердый переплет,352.0,оффсетная,русский,2017.0,150.0,210.0,нет,22.596082241301403
1522,Письма к Милене,5.0,2.0,1095,АСТ,мягкая обложка,288.0,типографская,русский,2023.0,180.0,115.0,нет,22.0
1523,100 познавательных текстов для обучения детей чтению,4.8,17.0,1338,АСТ,мягкая обложка,96.0,оффсетная,русский,2016.0,280.0,210.0,нет,4.0
1524,Таинственная история Билли Миллигана,5.0,1.0,1745,Эксмо,мягкая обложка,608.0,газетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1525,Сила намерения. Как реализовать свои мечты и желания,5.0,6.0,1745,Центрполиграф,мягкая обложка,160.0,газетная,русский,2021.0,200.0,126.0,нет,8.0
1526,Панк 57,5.0,2.0,3219,АСТ,твердый переплет,416.0,оффсетная,русский,2023.0,210.0,140.0,нет,22.0
1527,"Развивающие занятия ""ленивой мамы""",4.9,33.0,2767,Эксмо,твердый переплет,272.0,оффсетная,русский,2017.0,210.0,145.0,нет,20.8
1528,Pop up энциклопедия. Как зарождалась жизнь на Земле. Книжка-панорамка,4.6,7.0,2407,Malamalama,переплет из картона,10.0,оффсетная,русский,2020.0,192.0,255.0,да,17.0
1529,Үйшік,5.0,6.0,580,Аруна,мягкая обложка,18.0,оффсетная,казахский,2011.0,280.0,230.0,нет,22.596082241301403
1530,Гроздья гнева,4.8,5.0,1533,Азбука,мягкая обложка,608.0,газетная,русский,2022.0,180.0,117.0,нет,23.0
1531,Северная Корона. Против ветра,5.0,1.0,3438,АСТ,твердый переплет,608.0,пухлая,русский,2023.0,207.0,134.0,нет,49.0
1532,Киты и дельфины,5.0,28.0,1748,Росмэн,твердый переплет,48.0,оффсетная,русский,2018.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1533,Дверь в Лето,4.4,7.0,1080,Азбука,мягкая обложка,288.0,оффсетная,русский,2019.0,180.0,115.0,нет,17.0
1534,Кто бы мог подумать! Как мозг заставляет нас делать глупости,4.9,7.0,3875,АСТ,твердый переплет,320.0,оффсетная,русский,2014.0,216.0,147.0,нет,23.0
1535,"Есть, молиться, любить",4.5,38.0,2554,РИПОЛ классик,мягкая обложка,640.0,газетная,русский,2023.0,165.0,113.0,нет,30.0
1536,Большая красная книга. 1001 фотография,4.830314232902033,17.495748613678373,8186,АСТ,твердый переплет,288.0,оффсетная,русский,2023.0,290.0,213.0,нет,35.0
1537,Тренажер по исправлению почерка на основе росчерков и скорописи для старшеклассников. 1 ступень,5.0,25.0,794,5 за знания,мягкая обложка,32.0,оффсетная,русский,2018.0,235.0,165.0,нет,2.0
1538,Чувство и чувствительность,4.8,18.0,1095,АСТ,мягкая обложка,384.0,газетная,русский,2016.0,180.0,115.0,нет,17.0
1539,Куколки,5.0,7.0,1338,АСТ,мягкая обложка,357.2,газетная,русский,2016.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1540,Великая шахматная доска. Господство Америки и его геостратегические императивы,4.830314232902033,17.495748613678373,2906,АСТ,твердый переплет,256.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1541,Таинственный мистер Кин,5.0,4.0,1430,Эксмо,мягкая обложка,352.0,оффсетная,русский,2023.0,165.0,115.0,нет,25.0
1542,Сломленный принц,5.0,8.0,2782,АСТ,твердый переплет,384.0,газетная,русский,2018.0,205.0,133.0,нет,31.0
1543,#В постели с твоим мужем. Записки любовницы. Женам читать обязательно!,3.5,94.0,2906,АСТ,твердый переплет,288.0,оффсетная,русский,2016.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1544,"Что делать, если...",4.9,39.0,3440,Мир энциклопедий Аванта+,твердый переплет,144.0,оффсетная,русский,2015.0,263.0,202.0,нет,13.0
1545,Черные кувшинки,5.0,2.0,5055,Фантом Пресс,твердый переплет,448.0,оффсетная,русский,2022.0,217.0,145.0,нет,31.0
1546,Бедные люди,4.0,6.0,1000,АСТ,мягкая обложка,352.0,оффсетная,русский,2018.0,180.0,115.0,нет,18.0
1547,Гений и богиня,4.5,6.0,1145,АСТ,мягкая обложка,160.0,пухлая,русский,2022.0,183.0,116.0,нет,13.0
1548,Перси Джексон и лабиринт смерти,4.7,19.0,2639,Эксмо,твердый переплет,416.0,оффсетная,русский,2013.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1549,Тошнота,4.5,18.0,1439,АСТ,мягкая обложка,320.0,оффсетная,русский,2013.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1550,Казахстан в Российской империи,4.7,6.0,3750,Институт Азиатских Исследований,твердый переплет,562.0,оффсетная,русский,2018.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1551,Школьные «приколы»,4.9,39.0,1108,Самовар,твердый переплет,112.0,оффсетная,русский,2021.0,222.0,148.0,нет,10.0
1552,"Песнь Сюзанны: из цикла ""Темная Башня""",5.0,3.0,1481,АСТ,мягкая обложка,512.0,газетная,русский,2015.0,180.0,115.0,нет,20.0
1553,Нейропсихологическое чтение. Слово за слово. Учимся понимать смысл текста,5.0,7.0,1009,Айрис-пресс,мягкая обложка,48.0,оффсетная,русский,2018.0,260.0,205.0,нет,22.596082241301403
1554,Little Women,4.9,7.0,1801,АСТ,мягкая обложка,384.0,оффсетная,английский,2022.0,180.0,115.0,нет,16.0
1555,Дюна,5.0,9.0,1801,АСТ,мягкая обложка,768.0,газетная,русский,2022.0,180.0,115.0,нет,30.0
1556,Вы дозвонились до Сэма,4.7,3.0,2564,АСТ,мягкая обложка,336.0,типографская,русский,2022.0,204.0,140.0,нет,26.0
1557,Собор Парижской Богоматери,5.0,1.0,2462,Эксмо,мягкая обложка,576.0,оффсетная,русский,2022.0,207.0,135.0,нет,25.0
1558,Мара и Морок,4.6,10.0,2541,Эксмо,мягкая обложка,352.0,оффсетная,русский,2022.0,212.0,138.0,нет,18.0
1559,Список Шиндлера,5.0,2.0,2863,Эксмо,мягкая обложка,480.0,оффсетная,русский,2022.0,200.0,127.0,нет,20.0
1560,Тачки-2. Мировое турне,5.0,2.0,2079,Эксмодетство,твердый переплет,64.0,матовая,русский,2023.0,200.0,146.0,нет,8.0
1561,Мизери,4.8,34.0,2207,Астрель,твердый переплет,381.0,оффсетная,русский,2013.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1562,Унесенные ветром. Том 1,4.9,18.0,1294,АСТ,твердый переплет,640.0,газетная,русский,2020.0,208.0,130.0,нет,28.0
1563,Пуаро ведет следствие,4.9,8.0,1430,Эксмо,мягкая обложка,288.0,газетная,русский,2022.0,165.0,113.0,нет,18.0
1564,Аня из Зеленых Мезонинов,5.0,3.0,2079,Эксмо,твердый переплет,416.0,оффсетная,русский,2023.0,207.0,132.0,нет,26.0
1565,Жребий Салема,4.8,13.0,2688,АСТ,твердый переплет,544.0,газетная,русский,2015.0,206.0,138.0,нет,33.0
1566,Приключения рождественского пудинга,4.9,12.0,1430,Эксмо,мягкая обложка,384.0,газетная,русский,2022.0,165.0,115.0,нет,24.0
1567,Черное Солнце. За что убивают Учителей,5.0,1.0,2782,АСТ,твердый переплет,432.0,пухлая,русский,2023.0,220.0,153.0,нет,35.0
1568,"Стратегия голубого океана. Как найти или создать рынок, свободный от других игроков",5.0,11.0,6988,"Манн, Иванов и Фербер",твердый переплет,304.0,оффсетная,русский,2012.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1569,Өзіңе нәзiк түрде,5.0,4.0,2817,Zerde Publishing,твердый переплет,207.0,оффсетная,казахский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1570,Где моя мама? Книга с окошками,5.0,1.0,959,Malamalama,твердый переплет,12.0,оффсетная,русский,2021.0,120.0,120.0,нет,5.0
1571,"Қазақша-орысша, орысша-қазақша сөздік. Казахско-русский, русско-казахский словарь",4.6,78.0,1990,Аруна,мягкая обложка,416.0,оффсетная,"русский, казахский",2018.0,165.0,105.0,нет,22.596082241301403
1572,Жизнь в удовольствие,5.0,14.0,7717,АСТ,твердый переплет,208.0,матовая,русский,2021.0,240.0,167.0,нет,20.0
1573,Загадка сбежавшего сейфа,5.0,10.0,2414,Эксмо,твердый переплет,288.0,оффсетная,русский,2018.0,218.0,144.0,нет,18.0
1574,Code. Носители,4.3,3.0,2816,Эксмо,твердый переплет,352.0,оффсетная,русский,2022.0,210.0,135.0,нет,24.0
1575,Пятый Дракон,5.0,13.0,3266,Эксмо,твердый переплет,512.0,пухлая,русский,2023.0,208.0,135.0,нет,33.0
1576,"Детская энциклопедия для девочек в 3000 иллюстраций, которые можно рассматривать целый год",4.830314232902033,17.495748613678373,4968,АСТ,твердый переплет,160.0,оффсетная,русский,2023.0,264.0,205.0,да,17.0
1577,"Клуб «5 часов утра». Секрет личной эффективности от монаха, который продал свой «феррари»",4.9,39.0,2872,АСТ,твердый переплет,480.0,оффсетная,русский,2019.0,200.0,125.0,нет,22.596082241301403
1578,Дневник Стива. Книга 5. Ушастая угроза,5.0,7.0,2079,Эксмо,твердый переплет,192.0,оффсетная,русский,2017.0,220.0,150.0,нет,20.0
1579,Очень необычная фея,5.0,17.0,2541,Эксмо,твердый переплет,144.0,оффсетная,русский,2019.0,190.0,132.0,нет,15.0
1580,50 развивающих заданий. 3-4 года,5.0,14.0,211,Фламинго,мягкая обложка,16.0,оффсетная,русский,2018.0,260.0,195.0,да,2.0
1581,Раскраска «Деньги»,4.9,7.0,818,АСТ,мягкая обложка,16.0,оффсетная,русский,2023.0,225.0,225.0,нет,22.596082241301403
1582,Загадка Серебряного Змея,5.0,10.0,2639,Эксмо,твердый переплет,320.0,оффсетная,русский,2020.0,207.0,131.0,нет,21.0
1583,До встречи с тобой,4.9,38.0,3150,Иностранка,твердый переплет,480.0,оффсетная,русский,2021.0,184.0,118.0,нет,22.596082241301403
1584,Все уроки Джозефа Мэрфи в одной книге. Управляйте силой вашего подсознания!,5.0,3.0,2020,АСТ,твердый переплет,320.0,оффсетная,русский,2015.0,206.0,132.0,нет,19.0
1585,Двенадцать секретов,5.0,4.0,2863,Эксмо,твердый переплет,320.0,пухлая,русский,2023.0,217.0,143.0,нет,23.0
1586,Кэрри,4.8,18.0,1294,АСТ,мягкая обложка,256.0,типографская,русский,2020.0,180.0,115.0,нет,12.0
1587,350 упражнений для развития логики и внимания,4.7,9.0,1145,АСТ,мягкая обложка,288.0,газетная,русский,2017.0,199.0,123.0,нет,14.0
1588,Законы Рода: проработка негативных семейных сценариев. Метафорические ассоциативные карты. Методика работы,4.6,5.0,1570,АСТ,твердый переплет,160.0,пухлая,русский,2023.0,170.0,120.0,нет,13.0
1589,Госпожа Бовари,5.0,6.0,971,Азбука,твердый переплет,416.0,газетная,русский,2018.0,207.0,136.0,нет,28.0
1590,Татуировщик из Освенцима,5.0,3.0,1213,Азбука,мягкая обложка,320.0,оффсетная,русский,2021.0,180.0,115.0,нет,22.596082241301403
1591,Уроки чистописания и грамотности. Обучающие прописи,5.0,67.0,1340,Эксмо,мягкая обложка,120.0,оффсетная,русский,2013.0,253.0,196.0,нет,7.0
1592,Хоббит,4.7,14.0,1481,АСТ,мягкая обложка,320.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1593,Пересеку время ради тебя,5.0,7.0,2782,АСТ,твердый переплет,256.0,оффсетная,русский,2022.0,215.0,140.0,нет,10.0
1594,Одиннадцать минут,4.2,5.0,2020,АСТ,мягкая обложка,320.0,оффсетная,русский,2015.0,180.0,115.0,нет,17.0
1595,Путешествие Карандаша и Самоделкина,5.0,21.0,902,Росмэн,твердый переплет,128.0,оффсетная,русский,2017.0,200.0,130.0,да,22.596082241301403
1596,Груффало,5.0,1.0,2959,Машины Творения,твердый переплет,28.0,матовая,русский,2022.0,278.0,222.0,нет,9.0
1597,Загадочное происшествие в Стайлзе,4.9,50.0,1090,Эксмо,мягкая обложка,320.0,газетная,русский,2019.0,165.0,112.0,нет,20.0
1598,Унесенные ветром. Том 1,5.0,14.0,2541,Эксмо,твердый переплет,640.0,оффсетная,русский,2020.0,207.0,135.0,нет,33.0
1599,Все времена английских глаголов,4.9,42.0,265,Айрис-пресс,мягкая обложка,96.0,оффсетная,русский,2017.0,135.0,93.0,нет,4.0
1600,Полночная библиотека,5.0,4.0,3416,Livebook,мягкая обложка,416.0,оффсетная,русский,2023.0,210.0,130.0,нет,20.0
1601,Руины из роз,4.3,4.0,2782,АСТ,твердый переплет,352.0,пухлая,русский,2022.0,208.0,135.0,нет,31.0
1602,Сам себе плацебо. Как использовать силу подсознания для здоровья и процветания,5.0,9.0,2188,Эксмо,твердый переплет,384.0,газетная,русский,2021.0,207.0,125.0,нет,24.0
1603,Школа Добра и Зла. Мир без принцев,5.0,6.0,3217,Эксмо,твердый переплет,576.0,оффсетная,русский,2016.0,217.0,148.0,нет,30.0
1604,Гордость и предубеждение / Pride and Prejudice,4.6,7.0,1044,АСТ,мягкая обложка,192.0,оффсетная,"русский, английский",2017.0,200.0,126.0,нет,9.0
1605,Теоретический минимум по Computer Science. Все что нужно программисту и разработчику,4.4,7.0,4010,Питер,мягкая обложка,224.0,оффсетная,Русский,2022.0,240.0,170.0,нет,12.0
1606,Набор закладок магнитных «Paws»,5.0,4.0,718,АСТ,твердый переплет,357.2,оффсетная,русский,1973.184034736139,208.49660407510987,144.30630990415335,нет,22.596082241301403
1607,В стране водяных,4.9,10.0,1439,АСТ,мягкая обложка,512.0,типографская,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1608,Убийство в «Восточном экспрессе»,5.0,4.0,2991,Эксмо,твердый переплет,288.0,оффсетная,русский,2019.0,205.0,130.0,нет,15.0
1609,Метро 2033,4.8,31.0,5218,АСТ,твердый переплет,384.0,оффсетная,русский,2019.0,218.0,169.0,нет,29.0
1610,Темная Башня. Книга 1. Стрелок,4.8,10.0,1338,АСТ,мягкая обложка,288.0,газетная,русский,2016.0,180.0,115.0,нет,17.0
1611,Герой нашего времени,4.7,3.0,1178,Эксмо,твердый переплет,320.0,газетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1612,Собор Парижской Богоматери,5.0,5.0,940,Эксмо,твердый переплет,576.0,газетная,русский,2022.0,208.0,135.0,нет,27.0
1613,Сказки русских писателей,5.0,9.0,1108,Самовар,твердый переплет,176.0,оффсетная,русский,2012.0,222.0,146.0,нет,13.0
1614,Американский психопат,3.0,2.0,1417,Азбука,мягкая обложка,544.0,газетная,русский,2022.0,180.0,115.0,нет,25.0
1615,Как плавать среди акул,4.3,3.0,3903,Попурри,твердый переплет,256.0,оффсетная,русский,2022.0,207.0,147.0,нет,14.0
1616,Самый богатый человек в Вавилоне,4.830314232902033,17.495748613678373,1803,Попурри,мягкая обложка,208.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1617,Набор закладок магнитных «Звери на стиле»,5.0,8.0,365,АСТ,твердый переплет,357.2,оффсетная,русский,1973.184034736139,208.49660407510987,144.30630990415335,нет,22.596082241301403
1618,Страна радости,4.6,31.0,2490,АСТ,твердый переплет,320.0,оффсетная,русский,2014.0,205.0,135.0,нет,23.0
1619,Большая книга для девочек,5.0,3.0,5468,АСТ,твердый переплет,160.0,оффсетная,русский,2018.0,288.0,217.0,нет,20.0
1620,Городок,5.0,2.0,1146,Азбука,мягкая обложка,640.0,газетная,русский,2021.0,180.0,115.0,нет,30.0
1621,Магическая уборка. Японское искусство наведения порядка дома и в жизни,4.6,134.0,2590,Эксмо,твердый переплет,320.0,оффсетная,русский,2015.0,200.0,135.0,нет,22.596082241301403
1622,Многоразовые наклейки. В зоопарке,4.5,34.0,438,Фламинго,мягкая обложка,2.0,оффсетная,русский,2019.0,285.0,215.0,да,1.0
1623,Гамлет. Макбет,5.0,5.0,1095,АСТ,мягкая обложка,384.0,оффсетная,русский,2018.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1624,Процесс,5.0,9.0,1095,АСТ,мягкая обложка,288.0,оффсетная,русский,2015.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1625,Трансерфинг реальности. Ступень 2. Шелест утренних звезд,5.0,33.0,2030,Весь,мягкая обложка,224.0,газетная,русский,2022.0,200.0,128.0,нет,10.0
1626,Дом драконов. Комплект из 2 книг,5.0,4.0,8913,АСТ,твердый переплет,768.0,оффсетная,русский,2022.0,220.0,149.0,нет,50.0
1627,"Шахматы. 5334 задачи, комбинации и партии",4.7,11.0,6465,Эксмо,мягкая обложка,1104.0,оффсетная,русский,2015.0,209.0,163.0,нет,45.0
1628,Қазақтың жазылмаған психологиясы,5.0,5.0,11258,Muqaba,твердый переплет,276.0,оффсетная,казахский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1629,Новая исповедь экономического убийцы,4.830314232902033,17.495748613678373,7616,Pretext,твердый переплет,268.0,оффсетная,русский,2016.0,240.0,171.0,нет,23.0
1630,В стране невыученных уроков,5.0,47.0,1108,Самовар,твердый переплет,135.0,оффсетная,русский,2009.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1631,Исповедь «неполноценного» человека,4.8,16.0,7364,Гиперион,твердый переплет,160.0,оффсетная,русский,2019.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1632,Приключения Эмиля из Лённеберги,5.0,21.0,5715,Азбука-Аттикус,твердый переплет,216.0,оффсетная,русский,2021.0,292.0,217.0,нет,16.0
1633,На Западном фронте без перемен,4.8,43.0,1160,АСТ,мягкая обложка,288.0,типографская,русский,2015.0,180.0,117.0,нет,20.0
1634,Подставка для книг,5.0,8.0,2333,АСТ,твердый переплет,357.2,оффсетная,русский,1973.184034736139,208.49660407510987,144.30630990415335,нет,22.596082241301403
1635,Продвижение личных блогов в Инстаграм. Пошаговое руководство,4.9,15.0,2650,АСТ,твердый переплет,224.0,оффсетная,русский,2019.0,200.0,125.0,нет,20.0
1636,В городе. Виммельбух «Найди и покажи»,5.0,7.0,2167,Росмэн,твердый переплет,8.0,картон,русский,2022.0,250.0,223.0,нет,22.596082241301403
1637,Шах и мат,4.830314232902033,17.495748613678373,2817,"Манн, Иванов и Фербер",твердый переплет,416.0,оффсетная,русский,2023.0,200.0,125.0,нет,26.0
1638,Гарри Поттер и Философский камень,3.9,107.0,3991,Махаон,твердый переплет,384.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1639,Золотой Храм,4.5,2.0,5423,Иностранка / КоЛибри,твердый переплет,832.0,оффсетная,русский,2017.0,220.0,150.0,нет,29.0
1640,Одно небо на двоих,4.7,15.0,2767,Эксмо,мягкая обложка,448.0,оффсетная,русский,2019.0,213.0,140.0,нет,24.0
1641,Преступление и наказание,4.2,5.0,2298,"Манн, Иванов и Фербер",твердый переплет,640.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1642,Энциклопедия с развивающими заданиями «100 советов для мальчиков»,5.0,6.0,1577,АСТ,твердый переплет,48.0,матовая,русский,2020.0,270.0,210.0,нет,10.0
1643,Инферно,4.9,16.0,1801,АСТ,мягкая обложка,576.0,газетная,русский,2018.0,180.0,115.0,нет,35.0
1644,Англо-русский русско-английский словарь,4.8,30.0,1407,АСТ,твердый переплет,640.0,газетная,русский,2016.0,147.0,106.0,нет,28.0
1645,Лучшее во мне,4.8,12.0,1439,АСТ,мягкая обложка,384.0,пухлая,русский,2023.0,182.0,116.0,нет,27.0
1646,48 законов власти,4.2,14.0,5252,РИПОЛ классик,твердый переплет,768.0,оффсетная,русский,2022.0,217.0,152.0,нет,36.0
1647,Надвигается беда,4.830314232902033,17.495748613678373,1570,Эксмо,твердый переплет,288.0,газетная,русский,2022.0,210.0,135.0,нет,20.0
1648,Сказки,4.9,24.0,902,Росмэн,твердый переплет,128.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1649,Убийство в доме викария,5.0,5.0,1430,Эксмо,мягкая обложка,320.0,газетная,русский,2022.0,168.0,114.0,нет,20.0
1650,Токсичные родители. Как вернуть себе нормальную жизнь,5.0,6.0,3766,Прогресс книга,твердый переплет,352.0,оффсетная,русский,2021.0,213.0,146.0,нет,21.0
1651,Проект Счастье. Мечты. План. Новая жизнь,4.9,15.0,1661,Эксмо,мягкая обложка,512.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1652,Грозовой перевал,4.8,75.0,1044,АСТ,мягкая обложка,416.0,типографская,русский,2020.0,180.0,115.0,нет,27.0
1653,Английский язык без репетитора. Самоучитель английского языка,4.5,13.0,1130,АСТ,мягкая обложка,320.0,газетная,"русский, английский",2018.0,200.0,126.0,нет,20.0
1654,Кровавое приданое,5.0,4.0,3217,Эксмо,твердый переплет,320.0,пухлая,русский,2023.0,208.0,133.0,нет,20.0
1655,Путешествие в Элевсин,5.0,2.0,4760,Эксмо,твердый переплет,480.0,пухлая,русский,2023.0,207.0,133.0,нет,28.0
1656,Рассеянные умы. Происхождение синдрома дефицита,5.0,1.0,8364,Портал,твердый переплет,448.0,оффсетная,русский,2022.0,214.0,148.0,нет,24.0
1657,Милые кости,4.0,45.0,2290,Like Book,твердый переплет,384.0,оффсетная,русский,2019.0,207.0,131.0,нет,22.0
1658,Маленькая принцесса,4.9,30.0,925,АСТ,мягкая обложка,288.0,пухлая,русский,2022.0,180.0,117.0,нет,21.0
1659,Альбом по развитию речи для самых маленьких,4.9,387.0,1787,Росмэн,мягкая обложка,88.0,оффсетная,русский,2017.0,280.0,210.0,нет,6.0
1660,Сепарация. Как перестать зависеть от других людей,4.8,9.0,2906,АСТ,твердый переплет,224.0,оффсетная,русский,2022.0,217.0,145.0,нет,17.0
1661,Думай и богатей,5.0,8.0,1525,Эксмо,мягкая обложка,448.0,газетная,русский,2017.0,180.0,116.0,нет,19.0
1662,Криштиану Роналду. «Я всегда хочу быть лучшим и не изменюсь никогда»,5.0,3.0,2906,АСТ,твердый переплет,320.0,пухлая,русский,2023.0,210.0,140.0,нет,21.0
1663,Учебник шахматных комбинаций. Том 1а,5.0,5.0,2859,Русский шахматный дом (Russian Chess House),интегральный переплет,144.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1664,Среди тысячи слов,5.0,34.0,2600,Эксмо,твердый переплет,544.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1665,Потомки солнца. Признание Сичжина,4.8,21.0,2564,АСТ,твердый переплет,288.0,оффсетная,русский,2022.0,208.0,132.0,нет,20.0
1666,Степной волк,4.0,12.0,1481,АСТ,мягкая обложка,288.0,оффсетная,русский,2014.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
1667,Щенок под прикрытием,4.9,42.0,2316,Эксмо,твердый переплет,224.0,оффсетная,русский,2016.0,212.0,138.0,нет,22.596082241301403
1668,Властелин колец. Две твердыни,5.0,5.0,1614,АСТ,мягкая обложка,480.0,газетная,русский,2018.0,180.0,115.0,нет,30.0
1669,Паттерны объектно-ориентированного проектирования,5.0,3.0,4669,Питер,мягкая обложка,448.0,оффсетная,Русский,2022.0,233.0,145.0,нет,22.596082241301403
1670,Самолеты и вертолеты. Энциклопедия,5.0,9.0,998,Росмэн,твердый переплет,48.0,оффсетная,русский,2018.0,222.0,166.0,да,7.0
1671,Колдуны,5.0,1.0,3219,АСТ,твердый переплет,480.0,пухлая,русский,2023.0,208.0,136.0,нет,37.0
1672,Наедине с собой. Размышления,4.6,7.0,1119,Азбука,мягкая обложка,192.0,газетная,русский,2023.0,180.0,117.0,нет,10.0
1673,"Синтонимы. Больно быть с тем, кто...",4.8,4.0,2688,АСТ,твердый переплет,256.0,типографская,русский,2021.0,207.0,143.0,нет,22.0
1674,Цигун и другие целительные практики древнего Востока. Простые способы самоисцеления при 100 заболеваниях,4.830314232902033,17.495748613678373,2414,Эксмо,твердый переплет,288.0,пухлая,русский,2023.0,206.0,135.0,нет,20.0
1675,Комментарии к Трудовому кодексу на 2023 год. Трудовые отношения (+ электронное приложение),4.4,18.0,20273,LEM (Лем),мягкая обложка,656.0,оффсетная,русский,2023.0,300.0,200.0,нет,22.596082241301403
1676,"Психология влияния. Внушай, управляй, защищайся",4.8,9.0,1895,Эксмо,твердый переплет,352.0,типографская,русский,2021.0,208.0,130.0,нет,21.0
