,title,rating,review_count,price,Издательство,ISBN,Переплет,Количество страниц,Бумага,Язык,Дата выхода,Высота издания,Ширина издания,Код товара,Unnamed: 14,Тираж,Иллюстрированная,Формат книги,Толщина издания,Производитель,Артикул,Количество листов,Формат,Крепление,Обложка,Отделка обложки,Плотность,Страна-производитель,Размер (Д×Ш×В),Упаковка,Год,Учебный период,Предметы,Бренд,Серия,Цвет,Материал,Типы материалов,Пол,Дополнительная информация,Количество в наборе,Возраст,Размер упаковки (Д×Ш×В),Торговая марка,Вид,Особенности,Продолжительность игры,Количество игроков,Комплектация,Вид лампы,Количество режимов,Световая температура,Световой поток,Мощность,Патрон,Тип питания,Разъёмы,Длина кабеля,Гарантия,Unnamed: 17,Цоколь
2298,Убийства на улице Морг. Новеллы,4.7,13.0,961,Азбука,"978-5-389-02678-0, 978-5-91181-629-2, 978-5-9985-0190-6",мягкая обложка,288.0,,русский,2022.0,180 мм,115 мм,22152,,5000 экземпляров,нет,76x100/32,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,"Дом, в котором... Комплект из 3 книг",4.6,10.0,6637,Livebook/Гаятри,"978-5-907428-73-7, 978-5-907056-10-7",мягкая обложка,1168.0,газетная,русский,2023.0,199 мм,125 мм,262739,,,нет,84x108/32,58 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,Маг,4.0,6.0,1439,АСТ,978-5-17-107688-7,мягкая обложка,288.0,офсетная,русский,2018.0,180 мм,115 мм,1151087,,5000 экземпляров,нет,76x100/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,Набор кодексов Республики Казахстан 2023 год,5.0,13.0,4800,The Boss Media group,9786012692815,мягкая обложка,654.0,белая,русский,2023.0,290 мм,200 мм,2779604,,,,,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,Золотые анклавы,5.0,1.0,3443,Эксмо,978-5-04115-365-6,твердый переплет,512.0,офсетная,русский,2023.0,207 мм,130 мм,3000244,,,,84x108/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,Книжный магазинчик счастья,4.5,2.0,2798,Иностранка,978-5-389-17461-0,твердый переплет,448.0,,русский,2021.0,190 мм,123 мм,1629095,,,,84×100/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,Сладко-горькая история,5.0,2.0,3087,Эксмо,978-5-04120-709-0,твердый переплет,320.0,офсетная,русский,2021.0,195 мм,120 мм,2348295,,,нет,80x100/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,Поток. Психология оптимального переживания,4.8,21.0,4574,Смысл,"978-5-91671-857-7, 978-5-91671-618-4",твердый переплет,461.0,,русский,2023.0,231 мм,145 мм,776032,,5000 экземпляров,нет,60×90/16,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,Антихрупкость. Как извлечь выгоду из хаоса,4.5,19.0,5034,Иностранка / КоЛибри,"978-5-389-09892-3, 978-5-389-05287-1",твердый переплет,763.0,офсетная,русский,2021.0,216 мм,147 мм,366997,,,нет,,37 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,"Математика с дурацкими рисунками. Идеи, которые формируют нашу реальность",5.0,4.0,6500,Альпина нон-фикшн,978-5-00139-339-9,твердый переплет,460.0,,русский,2021.0,240 мм,170 мм,1831077,,,нет,70x100/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,Спор на сердце,,,2541,Эксмо,978-5-04-191117-1,твердый переплет,320.0,"офсетная, пухлая",русский,2023.0,216 мм,146 мм,3073853,,2000 экземпляров,,84×108/32,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,Павлин. Развивающие наклейки для малышей,4.9,37.0,310,Фламинго,978-5-7833-2079-8,мягкая обложка,16.0,,русский,2015.0,,,600345,,30000 экземпляров,нет,70x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,Цели и решения,5.0,6.0,1856,Попурри,"978-985-15-5167-1, 978-985-15-4507-6, 978-985-15-4100-9, 978-985-15-3442-1, 978-985-15-3107-9, 978-985-15-2652-5",мягкая обложка,96.0,офсетная,русский,2022.0,195 мм,140 мм,532251,,,нет,60x84/16,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,Рисунок. Основы учебного академического рисунка,4.9,39.0,6979,Эксмо,"5-699-04508-2, 978-5-699-25049-3, 978-5-6992-5049-3, 978-5-699-04508-2",твердый переплет,480.0,,русский,2012.0,290 мм,220 мм,193974,,10000 экземпляров,нет,60x84/8,33 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,Девушка в лабиринте,4.9,10.0,1200,Азбука,978-5-389-18334-6,мягкая обложка,352.0,газетная,русский,2021.0,180 мм,115 мм,1772716,,,нет,75×100/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,Тренируй свою память. Японская система сохранения здоровья мозга,4.7,28.0,1666,Питер,"978-5-4461-1142-8, 978-5-496-03002-1",мягкая обложка,112.0,офсетная,русский,2020.0,232 мм,164 мм,824099,,,нет,70x100/16,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,Почему русалка плачет,4.7,46.0,2030,Эксмо,978-5-699-88905-1,твердый переплет,224.0,офсетная,русский,2016.0,220 мм,142 мм,736670,,,нет,60x90/16,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,Зверополис. Детский графический роман,5.0,29.0,2875,Эксмо,978-5-699-89944-9,твердый переплет,56.0,мелованная,русский,2016.0,288 мм,215 мм,775678,,4000 экземпляров,нет,60x84/8,9 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,Письма о добром и прекрасном,4.9,10.0,992,АСТ,978-5-17-107985-7,мягкая обложка,192.0,газетная,русский,2018.0,179 мм,114 мм,1155093,,7000 экземпляров,нет,76x100/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,Дочь снегов,4.7,3.0,1044,АСТ,978-5-17-136480-9,мягкая обложка,320.0,типографская,русский,2021.0,180 мм,115 мм,2068960,,3000 экземпляров,нет,76x100/32,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,Говори,4.8,12.0,3313,Popcorn Books,978-5-6047859-1-1,мягкая обложка,384.0,офсетная,русский,2022.0,235 мм,166 мм,2555369,,,,,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,Свита короля,4.9,104.0,2625,Popcorn Books,978-5-6045889-7-0,мягкая обложка,560.0,,русский,2021.0,210 мм,143 мм,2053554,,,нет,,43 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,On Fashion Photography,5.0,3.0,18139,TASCHEN,9783836582506,твердый переплет,512.0,,английский,2020.0,228 мм,163 мм,1870046,,,нет,,43 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,Столкновение цивилизаций,4.5,6.0,1695,АСТ,978-5-17-096332-4,мягкая обложка,640.0,газетная,русский,2016.0,180 мм,118 мм,676232,,5000 экземпляров,нет,76x100/32,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,Большая книга исполнения желаний,,,4888,Эксмо,978-5-04-168337-5,твердый переплет,448.0,офсетная,русский,2022.0,220 мм,170 мм,2612441,,3000 экземпляров,,70×90/16,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,Долги тают на глазах. Стратегия быстрого избавления от финансового ярма,4.8,39.0,2470,Эксмо,978-5-04-102648-6,твердый переплет,240.0,офсетная,русский,2019.0,218 мм,172 мм,1416996,,10000 экземпляров,нет,70x90/16,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,Зеленая миля,5.0,7.0,1481,АСТ,978-5-17-137358-0,мягкая обложка,448.0,типографская,русский,2021.0,180 мм,115 мм,2069002,,3000 экземпляров,нет,76x100/32,34 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,Темный лес,4.8,6.0,4472,Fanzon,978-5-04-090294-1,суперобложка,640.0,офсетная,русский,2017.0,218 мм,145 мм,1091821,,,нет,60x90/16,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,Марсианские хроники,4.8,4.0,1430,Эксмо,978-5-04-117274-9,твердый переплет,320.0,газетная,русский,2021.0,200 мм,125 мм,1915308,,4000 экземпляров,нет,84x108/32,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,Денискины рассказы,5.0,78.0,1108,Самовар,"978-5-9781-0956-6, 978-5-9781-0696-1, 978-5-9781-0213-0",твердый переплет,112.0,,русский,2015.0,221 мм,146 мм,115247,,20000 экземпляров,нет,,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,"Малыш и Карлсон, который живёт на крыше",5.0,12.0,2135,Махаон,978-5-389-16102-3,интегральный переплет,176.0,,русский,2021.0,,,1366509,,10000 экземпляров,нет,70x100/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,Голодные игры. И вспыхнет пламя. Сойка-пересмешница,4.9,83.0,5390,АСТ,978-5-271-42906-4,твердый переплет,894.0,,русский,2015.0,,,255038,,,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,Повелитель мух,4.3,88.0,1150,АСТ,"978-5-17-080086-5, 978-5-17-080086-5",мягкая обложка,320.0,офсетная,русский,2013.0,180 мм,116 мм,372907,,,нет,,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,Королек — птичка певчая,5.0,9.0,2767,Черная речка,978-5-604-38509-8,твердый переплет,448.0,офсетная,русский,2022.0,206 мм,137 мм,2521119,,,,,34 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,Волки Кальи,5.0,1.0,4498,АСТ,978-5-17-133881-7,твердый переплет,704.0,,русский,2021.0,212 мм,138 мм,1914023,,3000 экземпляров,нет,60x90/16,43 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,Великолепная фигура за 15 минут в день,,,2467,Попурри,"978-985-15-5334-7, 978-985-15-4068-2",интегральный переплет,208.0,,русский,2023.0,,,1472607,,,да,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,"Раз, два - пряжку застегни",5.0,1.0,1430,Эксмо,978-5-04-101000-3,мягкая обложка,320.0,газетная,русский,2019.0,165 мм,112 мм,1361883,,5000 экземпляров,нет,70x100/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,The Great Gatsby,4.8,8.0,1801,АСТ,978-5-17-153456-1,мягкая обложка,320.0,офсетная,английский,2023.0,180 мм,115 мм,2686930,,,,,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,Дети мои,5.0,25.0,3450,АСТ,978-5-17-107766-2,твердый переплет,496.0,,русский,2018.0,212 мм,138 мм,1119122,,60000 экземпляров,нет,60x90/16,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,Гордость и предубеждение,4.6,14.0,940,Эксмо,978-5-04170-372-1,твердый переплет,416.0,газетная,русский,2022.0,205 мм,130 мм,2634405,,,,84x108/32,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,Тринадцатая сказка,4.8,21.0,3853,Азбука,"978-5-389-05833-0, 978-5-389-02114-3",твердый переплет,464.0,,русский,2013.0,,,197157,,4000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,Поток. Психология оптимального переживания,4.9,22.0,4025,Альпина нон-фикшн,"978-5-91671-888-1, 978-5-91671-812-6, 978-5-91671-723-5, 978-5-91671-572-9, 978-5-91671-377-0, 978-5-91671-285-8, 978-5-91671-224-7, 978-5-91671-155-4, 978-5-91671-572-9 , 978-5-91671-888-1",мягкая обложка,464.0,офсетная,русский,2021.0,215 мм,145 мм,231639,,4000 экземпляров,нет,60x90/16,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,"Игры, в которые играют люди: Психология человеческих взаимоотношений",4.2,18.0,2188,Эксмо,978-5-699-27307-2,твердый переплет,352.0,,русский,2008.0,170 мм,120 мм,55374,,5100 экземпляров,нет,70x100/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,Сценарии жизни людей,5.0,7.0,1941,Питер,978-5-4461-1110-7,мягкая обложка,416.0,офсетная,русский,2023.0,180 мм,115 мм,1410417,,4000 экземпляров,нет,76×100/32,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,"Большая книга рун и рунической магии. Как читать, понимать и использовать руны",5.0,1.0,4888,Эксмо,978-5-04-105714-5,твердый переплет,608.0,офсетная,русский,2021.0,,,1912310,,,нет,60x84/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,Кристина,4.5,4.0,2688,АСТ,978-5-17-096897-8,твердый переплет,544.0,газетная,русский,2018.0,206 мм,133 мм,1143756,,,нет,84x108/32,34 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,Ужасы Фазбера. В бассейн!,4.9,16.0,2639,Эксмо,978-5-04-107002-1,твердый переплет,288.0,,русский,2022.0,207 мм,135 мм,2276446,,,нет,84x108/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,Возлюбленная,,,1044,АСТ,978-5-17-157677-6,мягкая обложка,256.0,"пухлая, типографская",русский,2023.0,180 мм,117 мм,2998893,,,,76x100/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,Спасать или спасаться? Как избавитьcя от желания постоянно опекать других и начать думать о себе,5.0,9.0,2079,Эксмо,978-5-699-92832-3,мягкая обложка,384.0,газетная,русский,2016.0,185 мм,140 мм,765941,,,нет,60x84/16,24 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,Полный курс математики. 2 класс,4.9,18.0,1250,АСТ,,,,,,,,,745479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,Агния Барто детям,4.9,27.0,1348,Самовар,978-5-9781-1062-3,твердый переплет,192.0,,русский,2016.0,225 мм,145 мм,659840,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,Мировой порядок,,,4968,АСТ,978-5-17-135173-1,твердый переплет,512.0,офсетная,русский,2021.0,215 мм,143 мм,2069218,,3000 экземпляров,нет,60x90/16,32 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,Карты на столе,4.8,46.0,1050,Эксмо,978-5-04-102806-0,мягкая обложка,288.0,газетная,русский,2022.0,165 мм,115 мм,1425140,,5000 экземпляров,нет,70x100/32,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,"Извлечение троих. Из цикла ""Темная Башня""",5.0,7.0,2413,Астрель,978-5-271-45591-9,твердый переплет,441.0,газетная,русский,2012.0,205 мм,135 мм,297437,,4000 экземпляров,нет,84x108/32,33 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,Казахи между революцией и голодом,,,6000,Институт Азиатских Исследований,978-601-7550-12-7,твердый переплет,616.0,офсетная,Русский,2023.0,215 мм,148 мм,2982939,,,,60х90/16,33 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,Финансист,4.5,13.0,1338,АСТ,978-5-17-106459-4,мягкая обложка,736.0,газетная,русский,2022.0,180 мм,117 мм,1086559,,,нет,76x100/32,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,Белый клык,5.0,48.0,1108,Самовар,"978-5-9781-0366-3, 5-85066-260-Х, 978-5-85066-260-8, 978-5-9781-0070-9",твердый переплет,208.0,офсетная,русский,2011.0,221 мм,146 мм,57818,,20000 экземпляров,нет,60x90/16,14 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,Гордость и предубеждение,4.9,270.0,1150,Азбука,978-5-389-05505-6,твердый переплет,416.0,газетная,русский,2021.0,205 мм,135 мм,321717,,,нет,,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,Учимся говорить по-казахски №1,5.0,1.0,1216,Аруна,9-786-013-351-162,мягкая обложка,32.0,,"русский, казахский",2023.0,260 мм,190 мм,2816097,,,да,,,,,,,,,,,,,,,,казахский язык,,,,,дополнительные пособия,,,,от 3 лет,,,,,,,,,,,,,,,,,,,
2357,Научись читать по-английски,5.0,11.0,1912,Феникс,"978-5-222-39456-4, 978-5-222-36992-0,978-5-222-34986-1, 978-5-222-34590-0, 978-5-222-34139-1, 978-5-222-33542-0, 978-5-222-33178-1, 978-5-222-32439-4, 978-5-222-31130-1, 978-5-222-29198-6, 978-5-222-19839-1, 978-5-222-21010-9, 978-5-222-22068-9, 978-5-222-19839-1",мягкая обложка,109.0,офсетная,русский,2023.0,200 мм,127 мм,281266,,,,84×108/32,7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,Прописи. Комплект в 3-х тетрадях для детей 6-8 лет,4.9,33.0,1525,Эксмо,978-5-04-092934-4,мягкая обложка,128.0,офсетная,русский,2018.0,235 мм,165 мм,1129975,,,нет,72x102/16,8 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,На берегу Тёмного моря,5.0,2.0,2991,Эксмо,978-5-04118-747-7,твердый переплет,352.0,типографская,русский,2023.0,217 мм,146 мм,2688881,,,,60x90/16,31 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,Многоразовые наклейки. В лесу,4.9,24.0,438,Фламинго,"978-5-7833-3086-5, 978-5-7833-2336-2",мягкая обложка,2.0,,русский,2023.0,285 мм,215 мм,1166588,,,да,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,Ответ. Проверенная методика достижения недостижимого,5.0,1.0,1848,Форс,978-966-993-018-7,мягкая обложка,384.0,офсетная,русский,2019.0,177 мм,120 мм,2770455,,,нет,,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,Маленькие мужчины становятся взрослыми,4.8,12.0,1044,АСТ,978-5-17-151560-7,мягкая обложка,416.0,типографская,русский,2023.0,180 мм,116 мм,2657020,,,,,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,Мама шила малышу. Современная детская одежда. Интерактивное практическое пособие с выкройками,5.0,2.0,2079,Эксмо,978-5-04-119493-2,твердый переплет,256.0,мелованная,русский,2021.0,265 мм,210 мм,2224621,,,нет,84x108/16,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,Мышление и речь,,,2043,Прогресс книга,978-5-4461-2353-7,мягкая обложка,640.0,,русский,2023.0,,,2549446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,"Кто мы такие? Гены, наше тело, общество",3.0,2.0,1580,Альпина нон-фикшн,978-5-00139-275-0,мягкая обложка,280.0,,русский,2022.0,,,1835865,,,нет,70x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,Иностранка,5.0,11.0,1186,Азбука,"978-5-9985-0072-5, 978-5-389-02278-2, 5-352-00326-4",мягкая обложка,160.0,газетная,русский,2016.0,180 мм,114 мм,22715,,7000 экземпляров,,76×100/32,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,Морфий,4.8,39.0,958,АСТ,978-5-17-095618-0,мягкая обложка,256.0,газетная,русский,2016.0,180 мм,117 мм,680680,,,нет,76x100/32,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,Девушка из песни,4.8,4.0,3217,Эксмо,978-5-04-122179-9,твердый переплет,544.0,офсетная,русский,2021.0,200 мм,125 мм,2070178,,,нет,84x108/32,36 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,Блеск,5.0,1.0,3008,Эксмо,978-5-04-161673-1,твердый переплет,480.0,офсетная,русский,2022.0,200 мм,125 мм,2307110,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,Календарь квартальный РК на 2024 год «Парусники»,,,2550,LEM (Лем),,мягкая обложка,,,,,,,2978813,,,,,,,,12 листов,,спираль,,,,Казахстан,30 × 90 см,,,,,,,,,,,,,,,,датированный,,,,,,,,,,,,,,,,
2371,Таис Афинская,5.0,27.0,987,Азбука,978-5-389-06789-9,твердый переплет,608.0,газетная,русский,2021.0,205 мм,136 мм,369484,,,нет,,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,"Бойся, я с тобой. Страшная книга о роковых и неотразимых",4.8,5.0,3219,АСТ,978-5-17-126778-0,твердый переплет,352.0,офсетная,русский,2020.0,218 мм,143 мм,1769384,,4000 экземпляров,нет,60x90/16,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,Красивая одежда для собак. Пушистые тренды для любой породы. Вяжем на спицах,,,6465,Эксмо,978-5-04-175203-3,твердый переплет,160.0,мелованная,русский,2023.0,243 мм,203 мм,3072162,,3000 экземпляров,,84×100/16,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,"Сказ о змеином сердце, или Второе слово о Якубе Шеле",,,3875,АСТ,978-5-17-145423-4,твердый переплет,480.0,"офсетная, пухлая",русский,2023.0,208 мм,138 мм,3078096,,,,84x108/32,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,Ярмарка тщеславия,4.7,12.0,1614,АСТ,978-5-17-098063-5,мягкая обложка,960.0,газетная,русский,2016.0,180 мм,115 мм,735070,,7000 экземпляров,нет,76x100/32,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,Поклонник,4.9,30.0,2909,Clever,978-5-00154-478-4,твердый переплет,608.0,офсетная,русский,2022.0,205 мм,130 мм,1972631,,,нет,84×108/32,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,The Invisible Man. Человек-невидимка. Уровень 2,4.8,6.0,913,АСТ,978-5-17-152396-1,мягкая обложка,128.0,офсетная,английский,2022.0,200 мм,125 мм,2634098,,,,84×108/32,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,1984. Скотный двор,5.0,4.0,2079,Эксмо,978-5-04163-957-0,мягкая обложка,416.0,,русский,2022.0,200 мм,125 мм,2359830,,,нет,84x108/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,На вилле,4.5,19.0,1250,АСТ,"978-5-17-146221-5, 978-5-17-063478-1, 978-5-403-03052-6",мягкая обложка,160.0,офсетная,русский,2022.0,165 мм,105 мм,132796,,,нет,76x100/32,7 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,Тени исчезают в полдень,5.0,4.0,4707,Азбука-Аттикус,978-5-389-17857-1,твердый переплет,736.0,офсетная,русский,2022.0,216 мм,150 мм,1728321,,,нет,60×90/16,36 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,Атака на титанов. Книга 17,5.0,6.0,4262,Азбука,978-5-389-19944-6,твердый переплет,440.0,офсетная,русский,2021.0,184 мм,126 мм,2339937,,,да,,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,"Большая книга для детей. О страхах, дружбе, школе, первой любви и вере в себя",5.0,7.0,2906,АСТ,978-5-17-122377-9,твердый переплет,384.0,типографская,русский,2020.0,217 мм,167 мм,1808328,,3000 экземпляров,нет,70x90/16,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Правила дорожного движения Республики Казахстан (на казахском и русском языках),4.6,19.0,2250,LEM (Лем),,мягкая обложка,160.0,,"русский, казахский",2023.0,,,440126,,,нет,60x84/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,Диппер и Мэйбл. Сокровища Пиратов Времени,5.0,74.0,3190,Эксмо,978-5-699-90068-8,твердый переплет,288.0,офсетная,русский,2016.0,212 мм,138 мм,710367,,,да,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,Мы против вас,5.0,2.0,6141,Синдбад,978-5-00131-144-7,твердый переплет,544.0,,русский,2022.0,216 мм,148 мм,1890050,,,нет,60x90/16,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,Мемуары гейши,4.9,109.0,2940,АСТ,"978-5-17-059515-0, 978-5-271-29897-4",твердый переплет,416.0,,русский,2014.0,195 мм,118 мм,111602,,3000 экземпляров,нет,,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,"Что делать, если...",5.0,24.0,5645,Астрель,"978-5-17-078768-5, 978-5-271-42489-2",твердый переплет,287.0,офсетная,русский,2013.0,290 мм,203 мм,285130,,,нет,60x84/8,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,Божественная комедия,5.0,5.0,2188,Эксмо,978-5-04-108735-7,твердый переплет,464.0,офсетная,русский,2020.0,209 мм,135 мм,1576321,,5000 экземпляров,нет,84x108/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,Справочник в таблицах. Физика. 7-11 классы,4.8,39.0,653,Айрис-пресс,978-5-8112-5346-3,мягкая обложка,32.0,офсетная,русский,2014.0,235 мм,163 мм,445425,,,нет,70x100/16,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,Манюня,4.7,33.0,2782,АСТ,978-5-17-096371-3,твердый переплет,320.0,офсетная,русский,2021.0,210 мм,137 мм,149075,,3000 экземпляров,нет,84x108/32,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
